ÀÏÀÚ,±¸ºÐ,°è,05½Ã,06½Ã,07½Ã,08½Ã,09½Ã,10½Ã,11½Ã,12½Ã,13½Ã,14½Ã,15½Ã,16½Ã,17½Ã,18½Ã,19½Ã,20½Ã,21½Ã,22½Ã,23½Ã,24½Ã,01½Ã,02½Ã,03½Ã,04½Ã
2019.05.05,ÇÏÂ÷,"143,587",582,"2,511","2,879","4,425","6,722","7,144","7,472","8,723","9,813","10,277","10,521","11,298","11,338","10,695","9,524","7,814","7,721","6,848","4,808","2,400",67,1,0,4
2019.05.06,½ÂÂ÷,"159,751","2,619","4,033","6,517","7,621","8,198","8,307","9,757","10,517","11,191","10,939","11,367","12,169","13,488","11,841","8,555","7,742","7,036","5,059","2,235",534,9,0,0,17
2019.05.06,ÇÏÂ÷,"158,817",721,"3,541","5,426","6,939","7,172","6,980","8,610","9,279","10,399","10,475","10,932","11,381","13,155","13,368","10,393","8,446","8,246","6,888","4,425","2,002",37,0,0,2
2019.05.07,½ÂÂ÷,"244,217","4,120","10,907","27,792","26,042","13,048","9,165","9,059","10,317","11,146","9,511","11,399","13,853","19,851","23,937","12,638","10,978","10,826","6,189","2,725",694,6,2,0,12
2019.05.07,ÇÏÂ÷,"241,420","1,028","6,296","15,565","28,920","13,895","9,352","8,142","8,962","11,231","9,880","10,515","12,256","17,102","26,217","20,331","13,152","11,229","9,183","5,561","2,501",97,1,0,4
2019.05.08,½ÂÂ÷,"246,048","3,854","10,167","28,135","26,577","13,060","9,221","9,336","10,570","11,371","9,889","11,806","14,820","21,488","25,212","12,178","9,659","9,512","6,049","2,497",625,2,1,0,19
2019.05.08,ÇÏÂ÷,"242,596",985,"5,941","15,278","30,572","14,101","9,420","8,450","8,942","11,005","10,075","10,386","12,671","18,121","27,700","21,046","12,177","9,855","8,623","4,970","2,205",67,3,0,3
2019.05.09,½ÂÂ÷,"246,317","3,918","10,245","27,632","26,476","13,123","9,070","8,888","10,522","10,599","9,844","11,264","14,156","20,408","24,055","12,273","10,764","10,494","8,536","3,244",782,7,1,0,16
2019.05.09,ÇÏÂ÷,"241,825","1,002","5,973","15,254","30,065","13,959","9,254","7,988","8,860","10,497","9,443","10,007","11,583","17,573","26,493","19,651","12,751","11,305","10,855","6,227","2,976",102,1,0,6
2019.05.10,½ÂÂ÷,"253,493","3,906","9,655","27,048","26,389","13,090","9,272","9,746","10,753","11,446","10,855","13,383","15,716","20,901","24,790","13,465","11,208","9,790","7,246","3,804","1,012",4,2,0,12
2019.05.10,ÇÏÂ÷,"249,201",994,"5,781","14,964","29,405","13,892","9,066","8,367","9,381","11,183","10,506","11,912","13,555","17,401","26,182","21,144","13,251","11,252","9,853","7,002","3,975",133,1,0,1
2019.05.11,½ÂÂ÷,"193,295","3,432","4,945","8,019","11,291","11,322","10,976","12,707","14,153","13,494","12,986","13,648","14,151","14,552","12,082","9,454","8,443","7,580","6,090","3,014",942,2,0,0,12
2019.05.11,ÇÏÂ÷,"191,907",941,"4,381","5,758","9,024","10,278","9,164","10,527","12,392","12,795","12,759","12,814","13,844","14,595","14,349","11,465","9,547","9,219","8,770","5,915","3,281",84,1,0,4
2019.05.12,½ÂÂ÷,"142,055","2,140","3,039","4,052","7,046","8,282","8,668","8,799","10,085","10,750","10,642","10,794","10,681","10,210","9,143","7,749","7,015","6,265","4,340","1,793",543,6,0,0,13
2019.05.12,ÇÏÂ÷,"141,864",626,"2,643","2,887","4,698","7,132","7,370","7,756","8,590","10,206","10,354","10,779","10,999","10,816","10,540","9,064","7,813","7,352","6,383","3,914","1,894",48,0,0,0
2019.05.13,½ÂÂ÷,"233,008","4,080","10,600","27,512","25,569","12,953","9,044","9,153","9,840","10,326","9,468","11,239","13,228","18,599","23,440","11,251","9,722","8,433","5,399","2,519",608,9,1,0,15
2019.05.13,ÇÏÂ÷,"229,696","1,017","6,138","15,225","29,582","13,715","9,255","8,268","8,655","10,238","9,097","10,041","11,476","15,587","24,453","19,264","12,043","9,947","8,268","5,058","2,324",42,2,0,1
2019.05.14,½ÂÂ÷,"239,242","4,046","10,220","27,792","26,526","13,370","9,429","8,952","9,944","10,374","9,125","10,731","13,693","19,823","23,657","11,835","10,632","9,048","6,368","2,934",722,7,0,0,14
2019.05.14,ÇÏÂ÷,"236,236","1,002","6,030","15,391","30,166","13,794","9,278","8,085","8,700","10,694","9,019","9,916","11,183","16,358","25,259","19,651","12,769","10,792","9,318","5,834","2,918",74,0,0,5
2019.05.15,½ÂÂ÷,"242,347","4,024","9,926","27,656","26,332","12,887","9,234","9,628","10,467","10,809","10,250","12,317","14,562","19,837","23,868","11,710","9,841","8,732","6,446","3,015",777,14,3,0,12
2019.05.15,ÇÏÂ÷,"238,909","1,056","5,917","15,206","30,095","13,687","9,204","8,517","9,373","10,164","10,199","11,118","12,660","16,007","25,083","19,559","11,928","10,482","9,220","6,213","3,138",78,1,0,4
2019.05.16,½ÂÂ÷,"240,610","4,014","10,048","27,301","26,079","13,226","9,466","8,886","10,374","10,241","9,469","11,093","14,129","20,103","23,463","12,108","10,624","9,528","6,372","3,240",818,11,0,0,17
2019.05.16,ÇÏÂ÷,"235,954","1,026","5,857","15,117","29,565","14,153","9,180","8,044","8,886","10,158","9,205","9,738","11,617","16,298","24,720","19,085","12,559","10,985","9,764","6,556","3,314",121,0,0,6
2019.05.17,½ÂÂ÷,"258,716","3,912","9,564","26,652","27,348","13,305","9,551","10,122","11,232","11,251","10,996","13,437","16,118","21,299","24,817","13,036","10,788","11,327","8,847","3,986","1,098",14,1,0,15
2019.05.17,ÇÏÂ÷,"253,868","1,052","5,788","14,591","29,018","14,241","8,998","8,598","9,168","10,917","10,633","12,417","14,388","18,976","26,846","20,543","12,549","10,781","11,385","8,178","4,625",170,1,0,5
2019.05.18,½ÂÂ÷,"200,432","3,324","4,884","7,859","10,955","11,011","10,791","12,335","13,730","13,791","12,806","14,658","15,382","14,355","12,172","9,891","8,795","13,042","6,515","3,232",881,7,0,0,16
2019.05.18,ÇÏÂ÷,"199,191",927,"4,470","5,578","8,763","9,586","8,750","10,370","12,208","13,143","12,870","14,505","17,712","15,414","14,275","11,306","9,582","10,397","9,510","6,417","3,338",66,0,0,4
2019.05.19,½ÂÂ÷,"129,769","1,986","2,772","3,888","5,973","7,232","7,042","8,133","8,860","10,218","10,734","9,528","9,608","9,543","8,366","6,974","6,531","5,869","4,110","1,808",570,11,0,0,13
2019.05.19,ÇÏÂ÷,"130,153",600,"2,448","2,891","4,340","6,117","6,191","6,916","7,983","10,420","10,322","9,294","9,660","9,986","9,398","8,141","7,034","7,148","5,766","3,693","1,753",48,0,0,4
2019.05.20,½ÂÂ÷,"230,500","4,071","10,400","27,275","24,777","12,472","8,889","9,250","9,722","9,550","9,199","10,901","13,365","18,126","22,496","11,690","9,940","8,521","6,031","3,084",721,7,1,0,12
2019.05.20,ÇÏÂ÷,"227,647","1,052","5,892","15,008","28,643","13,221","8,955","8,186","8,714","9,587","8,829","9,915","11,450","15,415","23,889","19,625","12,325","10,206","8,729","5,284","2,633",84,1,0,4
2019.05.21,½ÂÂ÷,"235,617","4,150","10,365","27,567","26,157","13,059","8,924","8,861","9,550","9,728","9,223","11,234","13,812","19,053","22,692","11,646","10,238","8,939","6,427","3,182",775,16,2,0,17
2019.05.21,ÇÏÂ÷,"233,152","1,087","6,134","15,199","29,487","13,996","9,124","8,009","8,551","9,773","8,949","9,823","11,768","16,295","24,442","19,392","12,300","10,794","9,201","5,821","2,899",104,2,0,2
2019.05.22,½ÂÂ÷,"236,764","4,071","9,921","27,564","26,203","13,004","8,801","9,012","10,036","10,044","9,123","11,454","13,818","20,147","23,357","11,543","9,300","8,722","6,407","3,454",751,8,3,0,21
2019.05.22,ÇÏÂ÷,"233,223","1,037","5,996","14,972","29,771","13,365","8,723","7,974","8,578","10,258","9,092","9,976","12,075","16,528","25,203","19,117","12,029","10,079","9,204","5,960","3,161",112,2,0,11
2019.05.23,½ÂÂ÷,"235,829","4,131","9,975","27,305","25,667","12,879","8,911","8,730","9,633","9,433","8,911","10,688","13,446","19,749","22,866","12,082","10,255","9,377","7,295","3,610",864,8,2,0,12
2019.05.23,ÇÏÂ÷,"232,307",970,"6,142","14,928","28,814","13,411","8,786","7,894","8,511","9,321","8,967","9,617","11,612","16,490","24,711","19,269","12,506","10,708","9,558","6,513","3,453",122,0,0,4
2019.05.24,½ÂÂ÷,"246,580","4,181","9,550","26,799","25,830","12,471","9,057","9,405","10,331","10,646","10,261","12,357","15,782","20,301","24,435","13,381","10,731","9,151","7,101","3,669","1,117",7,3,0,14
2019.05.24,ÇÏÂ÷,"241,949","1,120","5,974","14,593","28,622","13,060","8,611","8,218","9,150","10,282","9,905","11,188","13,094","17,303","25,539","20,394","12,843","10,868","9,740","7,043","4,221",173,6,0,2
2019.05.25,½ÂÂ÷,"192,874","3,338","4,977","7,967","11,417","11,203","11,217","12,564","13,694","13,737","12,744","13,539","14,246","14,685","11,908","9,108","8,222","8,013","6,229","3,136",908,7,1,0,14
2019.05.25,ÇÏÂ÷,"190,829",958,"4,419","5,690","8,869","9,890","8,924","10,630","12,272","12,765","12,844","12,692","13,564","15,168","14,210","11,238","9,212","9,270","8,558","6,161","3,401",91,1,0,2
2019.05.26,½ÂÂ÷,"138,387","2,096","3,071","4,216","6,733","8,146","8,211","8,624","9,826","10,195","9,910","10,415","10,399","10,140","8,937","7,391","6,930","6,209","4,299","2,102",516,7,1,0,13
2019.05.26,ÇÏÂ÷,"138,684",597,"2,695","3,274","4,973","6,710","7,129","7,355","8,436","9,733","9,677","10,045","10,550","10,617","10,634","8,759","7,529","7,374","6,534","4,225","1,771",62,2,0,3
2019.05.27,½ÂÂ÷,"216,293","3,793","9,969","26,586","24,847","12,025","8,071","8,196","8,898","8,159","8,166","9,845","12,299","17,395","21,900","10,440","9,032","8,104","5,471","2,500",576,8,0,0,13
2019.05.27,ÇÏÂ÷,"213,092",846,"5,662","14,433","28,184","12,632","8,257","7,330","7,889","8,052","7,988","8,913","10,490","14,732","22,977","18,625","11,038","9,502","8,203","4,948","2,307",77,0,0,7
2019.05.28,½ÂÂ÷,"241,460","4,095","10,180","27,522","26,404","13,290","8,900","8,930","9,833","9,518","9,033","10,651","13,893","20,360","23,706","11,853","12,106","11,408","6,292","2,827",638,6,2,0,13
2019.05.28,ÇÏÂ÷,"238,469","1,058","6,130","15,200","29,352","13,776","8,966","8,018","8,733","9,565","9,035","9,764","11,883","18,485","25,930","19,755","12,469","12,586","9,261","5,787","2,639",73,0,0,4
2019.05.29,½ÂÂ÷,"239,570","4,246","10,824","27,266","25,463","12,966","8,868","8,770","9,868","9,714","9,323","11,268","14,043","20,466","23,701","11,758","9,961","9,076","7,968","3,187",821,3,0,0,10
2019.05.29,ÇÏÂ÷,"236,073","1,074","6,512","15,955","27,528","13,656","8,810","7,824","8,728","9,480","9,000","10,777","12,149","17,083","26,090","19,376","12,248","10,396","10,086","6,273","2,926",100,1,0,1
2019.05.30,½ÂÂ÷,"236,491","3,959","9,934","27,058","25,911","13,082","9,008","8,944","9,410","9,095","8,946","10,904","13,704","19,825","23,581","11,857","10,662","9,503","7,246","3,087",743,12,3,0,17
2019.05.30,ÇÏÂ÷,"232,655","1,035","5,885","14,888","28,621","13,598","8,998","7,999","8,484","9,264","8,886","9,915","11,814","16,724","25,698","19,164","12,133","10,732","9,777","6,068","2,880",91,0,0,1
2019.05.31,½ÂÂ÷,"249,272","3,853","9,450","25,990","25,126","12,357","8,789","9,089","10,139","10,495","10,834","12,300","15,237","21,177","24,535","13,253","12,440","11,428","7,608","4,042","1,114",9,0,0,7
2019.05.31,ÇÏÂ÷,"245,409","1,023","5,664","14,523","27,743","13,043","8,516","8,073","8,867","10,094","10,383","11,241","13,277","18,372","26,784","20,627","13,202","12,347","10,051","7,254","4,163",162,0,0,0
2019.06.01,½ÂÂ÷,"196,045","3,258","4,784","7,516","10,600","10,720","10,394","12,163","13,546","13,553","12,664","14,053","15,318","13,930","11,622","9,587","13,320","8,276","6,502","3,269",948,6,1,0,15
2019.06.01,ÇÏÂ÷,"194,391",932,"4,265","5,540","8,480","9,570","8,542","10,177","12,047","12,764","12,722","13,847","16,766","14,964","13,729","11,175","11,010","9,811","8,674","6,082","3,204",88,0,0,2
2019.06.02,½ÂÂ÷,"142,213","2,063","3,160","4,022","6,497","7,984","8,167","8,416","9,384","10,256","10,046","10,892","11,204","9,782","8,676","7,868","9,863","6,551","4,812","2,012",540,5,0,0,13
2019.06.02,ÇÏÂ÷,"142,712",636,"2,724","3,187","4,576","6,728","7,041","7,350","8,222","9,855","9,987","11,001","12,715","10,745","10,192","8,760","9,083","7,568","6,549","3,930","1,817",43,2,0,1
2019.06.03,½ÂÂ÷,"229,264","4,216","10,666","27,317","25,257","12,905","9,084","8,893","9,771","9,071","8,956","10,599","13,314","18,085","22,245","11,345","9,901","8,526","5,840","2,590",655,6,1,0,21
2019.06.03,ÇÏÂ÷,"225,627","1,129","6,149","15,166","28,456","13,482","9,325","8,030","8,718","8,914","8,810","9,665","11,268","15,497","23,748","19,110","11,975","9,947","8,594","5,154","2,414",71,4,0,1
2019.06.04,½ÂÂ÷,"232,298","4,019","10,425","28,149","25,602","12,961","8,875","8,713","9,476","9,028","8,724","10,540","13,585","19,433","22,391","11,635","10,041","9,067","6,142","2,813",654,4,3,0,18
2019.06.04,ÇÏÂ÷,"228,821","1,097","6,049","15,631","28,415","13,652","8,917","7,965","8,429","9,249","8,509","9,589","11,303","16,767","24,254","18,875","11,985","10,594","9,212","5,609","2,646",68,3,0,3
2019.06.05,½ÂÂ÷,"244,228","3,912","9,912","26,840","26,256","12,870","9,063","9,211","10,230","10,184","9,466","11,704","14,482","20,437","24,540","13,195","10,415","9,335","7,432","3,671","1,041",15,1,0,16
2019.06.05,ÇÏÂ÷,"239,653","1,064","5,947","14,620","28,913","13,664","8,970","8,045","9,084","10,079","9,497","10,465","12,351","17,150","25,003","20,250","12,873","10,955","9,792","6,931","3,862",136,1,0,1
2019.06.06,½ÂÂ÷,"146,815","3,014","4,404","6,402","8,206","8,865","8,734","9,667","9,999","10,063","9,996","9,923","10,412","10,977","8,959","7,098","6,671","6,247","4,539","2,051",551,12,0,0,25
2019.06.06,ÇÏÂ÷,"145,181",827,"3,850","5,183","6,732","7,927","7,401","8,146","9,157","9,474","9,698","9,827","10,029","10,909","10,774","8,297","7,390","7,203","6,312","4,036","1,934",67,1,0,7
2019.06.07,½ÂÂ÷,"213,579","3,219","7,707","20,341","19,874","11,105","8,573","8,952","9,964","9,747","9,794","11,218","12,928","17,099","20,696","11,403","9,641","8,418","7,171","4,695","1,003",13,4,0,14
2019.06.07,ÇÏÂ÷,"209,814",861,"4,578","11,135","20,863","10,913","7,836","7,635","8,757","9,612","9,707","10,548","11,823","15,168","22,515","17,672","11,254","9,833","8,642","6,753","3,558",139,3,0,9
2019.06.08,½ÂÂ÷,"184,192","3,208","4,615","7,196","10,128","10,386","10,371","11,531","12,547","12,612","12,117","13,282","13,778","13,117","11,048","9,843","10,874","7,630","5,966","3,019",904,3,0,0,17
2019.06.08,ÇÏÂ÷,"182,835",939,"4,099","5,255","7,988","9,369","8,539","10,144","11,356","12,173","12,286","13,074","14,748","13,675","12,908","10,597","10,261","8,730","8,088","5,662","2,861",74,4,0,5
2019.06.09,½ÂÂ÷,"126,936","2,063","2,760","3,817","5,971","7,394","7,377","7,551","8,610","9,522","9,238","9,846","9,602","8,754","7,725","6,948","7,688","5,706","4,165","1,686",488,12,3,0,10
2019.06.09,ÇÏÂ÷,"127,227",617,"2,541","2,731","4,357","6,334","6,401","6,696","7,578","9,094","9,264","9,884","10,662","9,496","8,858","8,072","7,497","6,647","5,650","3,293","1,502",49,3,0,1
2019.06.10,½ÂÂ÷,"224,768","3,792","10,125","26,674","24,763","12,248","8,619","8,992","9,622","9,288","9,060","10,834","13,163","17,688","22,117","11,164","9,536","8,165","5,725","2,540",626,7,1,0,19
2019.06.10,ÇÏÂ÷,"221,261",973,"5,616","14,633","28,079","12,829","8,564","7,891","8,414","9,212","8,741","9,778","11,625","15,061","23,145","19,005","12,001","9,718","8,348","5,122","2,424",77,2,0,3
2019.06.11,½ÂÂ÷,"231,501","4,052","10,252","27,535","25,520","12,883","8,878","8,974","9,392","9,442","9,457","11,120","13,242","18,807","22,416","11,546","9,815","8,612","6,113","2,743",669,13,7,0,13
2019.06.11,ÇÏÂ÷,"228,189","1,105","5,949","15,366","28,938","13,681","8,638","8,014","8,371","9,296","9,020","9,899","11,689","15,804","23,731","19,024","12,026","10,155","8,828","5,951","2,623",80,1,0,0
2019.06.12,½ÂÂ÷,"231,249","3,980","10,116","27,054","25,822","12,461","8,854","8,939","9,756","9,567","8,979","11,656","13,817","19,026","22,799","11,167","9,358","8,197","6,105","2,884",682,14,0,0,16
2019.06.12,ÇÏÂ÷,"227,793","1,062","5,977","15,135","28,859","13,195","8,364","7,842","8,723","9,404","8,997","10,008","11,883","16,025","24,638","18,976","11,545","9,889","8,868","5,724","2,606",68,1,0,4
2019.06.13,½ÂÂ÷,"233,817","4,056","9,977","27,255","25,521","12,645","8,911","9,060","9,922","9,565","9,536","11,493","13,583","18,713","22,607","11,649","10,084","9,079","6,266","3,126",747,9,0,0,13
2019.06.13,ÇÏÂ÷,"230,188","1,045","6,085","15,144","28,774","13,654","8,636","8,092","8,642","9,527","9,016","10,201","12,045","15,692","23,999","18,862","12,050","10,674","9,022","6,012","2,898",116,0,0,2
2019.06.14,½ÂÂ÷,"243,005","4,024","9,308","25,868","24,571","12,320","8,969","9,296","10,065","10,094","9,890","12,104","15,216","20,702","23,753","12,658","10,768","10,521","7,780","4,060","1,010",11,1,0,16
2019.06.14,ÇÏÂ÷,"239,460","1,088","5,778","14,376","27,585","13,080","8,272","8,133","9,188","10,048","9,859","10,790","12,793","17,804","25,662","19,932","12,736","11,200","10,156","6,966","3,853",155,2,0,4
2019.06.15,½ÂÂ÷,"192,593","3,292","4,825","8,084","11,145","10,966","10,508","12,137","14,106","13,120","12,564","13,635","14,244","14,031","11,566","8,905","10,476","8,199","6,631","3,202",940,6,1,0,10
2019.06.15,ÇÏÂ÷,"190,239",979,"4,285","5,757","9,403","9,912","8,819","9,990","12,923","12,598","12,196","13,068","14,518","14,164","13,595","10,600","9,687","9,748","8,811","6,002","3,115",62,1,0,6
2019.06.16,½ÂÂ÷,"132,565","2,315","2,744","4,038","6,252","7,643","7,583","7,845","8,681","9,316","9,306","9,755","10,375","9,401","8,602","8,132","7,179","6,503","4,369","1,916",591,9,2,0,8
2019.06.16,ÇÏÂ÷,"132,956",747,"2,764","2,846","4,551","6,522","6,419","6,824","7,689","8,995","9,237","9,776","11,046","10,315","9,691","8,500","7,887","7,251","6,191","3,835","1,831",35,0,0,4
2019.06.17,½ÂÂ÷,"224,095","4,198","10,430","26,641","24,495","11,728","8,661","8,934","9,720","9,822","9,265","11,029","12,677","17,591","22,009","10,954","9,248","7,971","5,425","2,570",697,11,2,0,17
2019.06.17,ÇÏÂ÷,"220,757","1,066","6,001","15,214","27,858","12,010","8,085","7,701","8,555","9,967","9,053","9,913","11,528","15,081","23,187","18,719","11,444","9,674","8,094","5,087","2,440",77,2,0,1
2019.06.18,½ÂÂ÷,"224,331","3,986","10,006","26,391","25,479","11,892","8,734","8,634","9,571","10,217","9,090","10,451","12,298","18,196","22,299","11,108","9,450","7,742","5,577","2,571",616,12,1,0,10
2019.06.18,ÇÏÂ÷,"221,533","1,015","5,924","14,775","27,988","12,321","7,976","7,855","8,445","10,170","8,883","9,875","11,011","15,344","24,030","18,533","11,670","9,775","8,349","5,198","2,302",89,4,0,1
2019.06.19,½ÂÂ÷,"228,027","3,776","9,620","26,014","25,390","11,833","8,395","8,775","9,639","10,732","9,156","11,420","12,855","19,704","22,698","11,093","9,115","8,172","5,981","2,878",757,11,1,0,12
2019.06.19,ÇÏÂ÷,"224,869","1,022","5,589","14,516","28,273","12,074","7,703","7,640","8,424","10,349","9,629","10,172","11,702","15,822","24,742","18,562","11,496","9,698","8,929","5,633","2,808",84,0,0,2
2019.06.20,½ÂÂ÷,"234,185","4,166","9,942","26,120","25,650","12,045","9,010","9,120","10,127","10,637","9,356","11,115","13,434","19,499","22,569","11,619","10,154","9,122","6,438","3,266",777,7,3,0,9
2019.06.20,ÇÏÂ÷,"231,201","1,133","5,881","14,758","28,555","12,497","7,951","8,061","8,607","10,392","9,417","10,539","12,093","16,428","24,537","18,716","12,231","10,717","9,406","6,139","3,047",94,1,0,1
2019.06.21,½ÂÂ÷,"244,702","3,945","9,408","25,421","24,830","11,573","8,700","9,000","10,342","10,966","9,922","11,797","15,045","20,969","24,460","12,633","10,739","9,962","9,592","4,189","1,189",7,0,0,13
2019.06.21,ÇÏÂ÷,"241,878","1,064","5,700","14,315","27,758","12,012","7,970","7,862","8,985","10,735","9,731","10,870","13,215","18,022","27,261","20,008","12,908","10,748","10,878","7,418","4,264",153,0,0,1
2019.06.22,½ÂÂ÷,"189,812","3,295","4,782","7,482","10,007","10,518","10,487","11,932","12,875","12,702","12,224","13,350","14,349","13,847","11,328","9,168","12,555","8,321","6,393","3,264",912,1,2,0,18
2019.06.22,ÇÏÂ÷,"188,387","1,002","4,191","5,617","7,833","9,326","8,537","10,066","11,614","12,211","11,920","12,902","15,765","14,348","13,735","10,907","10,371","9,896","8,565","6,080","3,405",91,1,0,4
2019.06.23,½ÂÂ÷,"136,663","1,963","2,799","4,012","6,237","7,532","7,652","7,915","8,882","9,609","9,618","10,219","10,673","9,474","8,835","7,440","9,875","6,663","4,639","2,036",571,4,1,0,14
2019.06.23,ÇÏÂ÷,"136,109",613,"2,634","2,919","4,660","6,455","6,597","6,607","7,616","9,158","9,251","10,470","11,704","10,555","10,104","8,418","8,266","7,783","6,401","3,869","1,988",36,3,0,2
2019.06.24,½ÂÂ÷,"223,174","4,178","10,298","26,375","24,372","11,081","8,532","8,643","9,452","10,044","9,092","10,773","12,832","18,074","22,191","11,107","9,406","8,089","5,412","2,533",672,8,1,0,9
2019.06.24,ÇÏÂ÷,"219,874","1,090","6,005","14,869","28,171","11,836","7,704","7,928","8,275","9,988","8,896","9,694","11,363","14,714","23,610","18,635","11,595","9,710","8,193","5,105","2,396",91,3,0,3
2019.06.25,½ÂÂ÷,"225,162","4,200","9,837","26,325","24,749","11,365","8,395","8,637","9,679","10,383","8,887","10,361","12,978","18,817","22,089","11,009","9,461","8,577","6,029","2,639",719,8,2,0,16
2019.06.25,ÇÏÂ÷,"221,441","1,094","5,977","14,746","28,422","11,972","7,845","7,733","8,205","10,138","8,845","9,653","10,873","15,284","23,603","18,120","11,547","10,275","8,894","5,498","2,624",86,3,0,4
2019.06.26,½ÂÂ÷,"225,629","3,962","9,647","26,286","24,682","11,325","8,344","8,584","9,760","10,448","9,036","10,928","12,962","19,355","22,851","10,554","9,257","8,089","5,943","2,783",816,6,3,0,8
2019.06.26,ÇÏÂ÷,"222,735","1,110","5,807","14,747","28,275","11,951","7,698","7,652","8,600","10,254","9,159","9,733","11,362","15,382","24,704","18,034","11,174","9,677","8,879","5,585","2,873",71,7,0,1
2019.06.27,½ÂÂ÷,"221,307","3,826","9,429","25,634","24,485","11,208","8,263","8,307","9,391","10,051","8,913","10,139","13,202","18,720","21,700","10,493","9,566","8,296","6,049","2,883",732,4,2,0,14
2019.06.27,ÇÏÂ÷,"218,163","1,008","5,507","14,284","27,834","12,034","7,526","7,339","8,215","10,079","8,642","9,380","11,173","15,399","23,139","17,743","11,314","9,977","8,893","5,684","2,896",93,1,0,3
2019.06.28,½ÂÂ÷,"231,817","3,863","9,586","24,948","24,106","11,143","8,443","8,572","9,864","10,685","9,645","11,400","14,035","19,918","23,475","12,093","9,895","8,510","6,962","3,717",928,12,2,0,15
2019.06.28,ÇÏÂ÷,"227,879","1,044","5,767","14,199","27,331","11,887","7,692","7,609","8,360","10,423","9,159","10,481","11,900","16,153","24,945","19,170","11,826","10,034","9,210","6,764","3,782",137,2,0,4
2019.06.29,½ÂÂ÷,"168,382","2,957","4,164","6,805","9,037","9,347","9,080","10,862","11,843","11,832","11,118","11,905","12,710","13,029","10,847","8,186","7,595","7,166","5,828","3,184",861,12,0,0,14
2019.06.29,ÇÏÂ÷,"166,432",772,"3,785","4,982","7,388","8,300","7,570","8,991","10,441","11,334","10,960","11,034","11,828","12,651","12,662","10,164","8,175","8,176","8,027","5,852","3,253",82,0,0,5
2019.06.30,½ÂÂ÷,"127,721","1,932","2,696","3,835","6,391","7,620","7,611","8,072","8,952","9,601","9,119","9,394","9,867","9,488","8,106","6,619","6,080","5,611","4,213","1,968",514,9,4,0,19
2019.06.30,ÇÏÂ÷,"127,274",566,"2,419","2,817","4,608","6,624","6,611","6,882","7,859","8,903","8,584","9,229","9,505","9,656","9,694","7,968","6,789","6,947","5,958","3,847","1,759",41,3,0,5
2019.07.01,½ÂÂ÷,"218,963","4,126","10,180","25,932","23,512","11,199","8,133","8,518","9,276","10,112","8,940","10,660","12,123","17,517","21,987","10,858","9,395","7,865","5,430","2,550",633,6,2,0,9
2019.07.01,ÇÏÂ÷,"215,194","1,086","5,770","14,867","27,122","11,740","7,564","7,453","8,046","9,916","8,882","9,850","10,700","14,505","22,691","18,751","11,585","9,468","7,941","4,832","2,338",82,2,0,3
2019.07.02,½ÂÂ÷,"227,777","3,982","10,017","26,491","24,871","11,548","8,437","8,479","9,950","10,865","9,168","10,502","12,615","18,688","22,129","11,049","9,650","9,820","5,934","2,854",701,16,3,0,8
2019.07.02,ÇÏÂ÷,"224,784","1,067","5,879","14,843","28,157","12,488","7,854","7,648","8,275","11,013","9,118","9,974","10,987","15,690","24,629","18,589","11,529","10,285","8,600","5,444","2,627",81,4,0,3
2019.07.03,½ÂÂ÷,"228,431","3,898","9,814","26,530","24,913","11,562","8,337","8,816","10,226","10,994","9,163","10,821","12,348","19,583","23,179","10,496","8,606","8,062","7,291","3,037",717,14,4,0,20
2019.07.03,ÇÏÂ÷,"225,684","1,068","5,762","14,724","28,242","12,358","7,789","7,680","8,481","11,043","9,245","10,218","11,290","16,057","25,386","18,752","10,802","9,388","9,218","5,507","2,588",84,1,0,1
2019.07.04,½ÂÂ÷,"228,977","3,969","9,785","26,404","24,467","11,442","8,420","8,726","10,664","11,010","9,494","10,626","12,287","18,406","22,236","11,219","9,625","8,655","7,644","3,096",772,15,2,0,13
2019.07.04,ÇÏÂ÷,"226,244","1,095","5,751","14,864","28,184","12,629","7,685","7,573","8,590","11,007","9,270","10,206","11,038","15,485","24,258","18,417","11,468","10,353","9,507","5,998","2,786",78,2,0,0
2019.07.05,½ÂÂ÷,"237,393","3,947","9,559","25,636","24,451","11,260","8,131","9,146","10,769","11,765","9,820","11,988","13,747","19,675","24,076","12,611","10,098","8,731","7,447","3,531",984,8,2,0,11
2019.07.05,ÇÏÂ÷,"234,309","1,082","5,777","14,573","27,500","12,492","7,749","7,843","8,968","11,738","9,583","10,639","12,320","16,020","24,821","20,290","12,309","10,440","9,630","6,695","3,704",131,2,0,3
2019.07.06,½ÂÂ÷,"178,439","3,193","4,605","7,508","9,967","9,894","9,952","11,351","12,586","12,006","11,485","12,251","13,105","14,115","11,563","8,657","8,054","7,835","6,356","3,094",841,11,1,0,9
2019.07.06,ÇÏÂ÷,"176,804",896,"4,190","5,591","8,078","9,206","8,408","9,737","11,205","11,648","11,279","11,463","12,049","13,814","13,572","10,588","8,826","8,810","8,442","5,877","3,042",78,5,0,0
2019.07.07,½ÂÂ÷,"129,061","1,991","2,790","3,838","6,353","7,387","7,367","7,870","8,704","9,241","8,991","9,167","9,752","9,983","8,722","7,151","6,648","6,026","4,554","1,962",552,2,0,0,10
