ÀÏÀÚ,±¸ºÐ,°è,05½Ã,06½Ã,07½Ã,08½Ã,09½Ã,10½Ã,11½Ã,12½Ã,13½Ã,14½Ã,15½Ã,16½Ã,17½Ã,18½Ã,19½Ã,20½Ã,21½Ã,22½Ã,23½Ã,24½Ã,01½Ã,02½Ã,03½Ã,04½Ã
2019.09.08,ÇÏÂ÷,"133,191",531,"2,317","2,649","4,363","6,212","6,559","6,935","8,538","9,849","10,132","10,323","10,572","10,465","10,060","8,520","7,104","6,775","6,007","3,575","1,661",41,1,0,2
2019.09.09,½ÂÂ÷,"228,442","3,965","10,191","26,819","24,588","12,496","9,186","9,088","9,925","9,525","9,155","10,997","13,779","18,177","22,093","11,666","9,568","8,474","5,518","2,611",601,5,1,0,14
2019.09.09,ÇÏÂ÷,"225,225","1,091","5,859","14,673","27,905","13,199","8,981","8,443","8,814","9,547","9,149","9,954","11,498","15,410","23,376","19,387","11,922","10,335","8,152","5,087","2,380",62,0,0,1
2019.09.10,½ÂÂ÷,"218,859","3,436","9,348","25,381","25,104","12,376","8,592","8,680","9,176","8,790","8,196","9,534","13,087","17,694","21,539","10,801","9,205","8,831","5,883","2,600",585,10,1,0,10
2019.09.10,ÇÏÂ÷,"215,712",890,"5,112","13,549","27,646","12,972","8,661","7,919","8,161","8,887","8,019","8,951","10,459","14,999","22,492","18,197","11,508","10,240","8,893","5,548","2,530",78,0,0,1
2019.09.11,½ÂÂ÷,"246,182","3,104","8,619","23,974","23,671","11,956","8,792","9,315","11,802","11,108","11,854","15,747","18,076","21,892","22,220","12,930","10,073","10,267","6,357","3,458",947,7,0,0,13
2019.09.11,ÇÏÂ÷,"243,370",878,"4,761","12,710","26,349","12,431","8,841","8,230","10,024","11,269","11,293","14,127","17,095","20,681","25,820","18,320","11,697","10,431","8,949","5,911","3,425",126,0,0,2
2019.09.12,½ÂÂ÷,"108,680","1,714","2,780","3,493","5,253","6,102","6,767","7,339","7,834","7,973","8,384","8,429","8,470","7,799","6,856","5,234","4,471","4,466","3,260","1,588",441,11,1,0,15
2019.09.12,ÇÏÂ÷,"108,655",554,"2,289","3,009","4,055","5,596","5,839","6,435","7,213","7,610","8,128","8,194","8,239","8,510","7,667","6,369","5,224","4,766","4,530","2,969","1,406",46,4,0,3
2019.09.13,½ÂÂ÷,"107,806","1,314","2,325","3,230","3,656","4,604","6,998","8,746","9,372","8,830","8,331","8,303","7,642","7,520","6,410","5,622","4,833","4,204","3,510","1,788",501,58,4,0,5
2019.09.13,ÇÏÂ÷,"105,918",360,"1,655","2,552","3,497","3,949","5,830","7,731","9,002","8,596","7,875","7,722","7,505","7,477","6,972","6,093","5,289","4,617","4,379","3,109","1,564",138,6,0,0
2019.09.14,½ÂÂ÷,"126,886","1,267","2,016","2,701","4,194","5,345","6,459","8,243","9,107","9,030","8,794","9,854","10,362","9,566","8,305","7,022","6,472","9,259","5,179","2,821",832,48,2,0,8
2019.09.14,ÇÏÂ÷,"125,074",394,"1,658","2,033","2,947","4,613","4,967","6,530","8,241","8,625","8,361","9,677","11,785","9,994","9,281","7,996","6,697","7,558","6,692","4,456","2,410",145,5,0,9
2019.09.15,½ÂÂ÷,"136,204","1,398","2,180","3,218","5,324","6,694","7,409","8,196","10,080","11,196","10,417","10,974","10,857","11,991","9,220","7,705","6,633","6,085","4,200","1,918",486,8,2,0,13
2019.09.15,ÇÏÂ÷,"135,003",463,"1,799","2,361","3,824","5,832","6,295","7,152","8,794","11,288","10,308","10,269","10,420","10,958","10,651","8,634","7,439","6,937","6,073","3,783","1,673",44,1,0,5
2019.09.16,½ÂÂ÷,"223,227","3,781","9,688","25,537","23,866","12,325","8,763","9,203","9,958","9,359","9,153","11,108","14,156","17,973","22,144","11,304","9,097","7,750","4,988","2,400",640,10,1,0,23
2019.09.16,ÇÏÂ÷,"219,984","1,070","5,501","13,435","26,667","12,881","8,801","8,205","8,819","9,438","9,143","10,065","11,725","15,532","23,291","19,515","11,589","9,415","7,780","4,779","2,254",69,1,0,9
2019.09.17,½ÂÂ÷,"230,676","3,903","9,992","27,207","25,468","12,768","8,744","8,767","9,813","9,334","8,699","11,266","14,426","18,959","22,874","11,332","9,606","8,546","5,691","2,551",674,11,2,0,43
2019.09.17,ÇÏÂ÷,"227,599","1,092","5,869","14,459","28,991","13,572","8,818","7,937","8,619","9,310","8,783","9,752","11,543","16,399","24,658","19,446","11,815","10,137","8,496","5,306","2,491",80,4,0,22
2019.09.18,½ÂÂ÷,"239,895","3,884","9,915","27,444","26,382","12,611","8,837","8,968","10,292","10,992","9,361","11,671","14,525","20,555","24,138","11,803","9,749","9,415","5,881","2,762",690,6,0,0,14
2019.09.18,ÇÏÂ÷,"236,698","1,076","5,735","14,802","30,142","13,567","8,601","8,038","8,883","11,006","9,219","9,947","12,207","16,990","26,644","20,049","11,813","10,627","8,983","5,711","2,596",57,2,0,3
2019.09.19,½ÂÂ÷,"242,129","3,892","9,845","27,230","26,154","12,595","8,812","8,953","10,170","10,738","9,756","11,035","14,244","20,738","24,178","11,787","10,319","11,073","6,857","2,942",785,7,1,0,18
2019.09.19,ÇÏÂ÷,"238,498","1,051","5,881","14,577","29,929","13,499","8,715","8,028","8,805","10,721","10,015","10,068","11,779","17,209","26,488","19,943","12,130","10,605","10,202","5,903","2,838",107,0,0,5
2019.09.20,½ÂÂ÷,"250,490","3,878","9,427","25,997","25,628","12,241","8,871","9,555","11,090","11,460","10,463","12,599","15,823","22,082","25,356","12,677","10,252","10,544","7,953","3,590",977,6,0,0,21
2019.09.20,ÇÏÂ÷,"246,375","1,085","5,673","14,187","28,679","12,822","8,727","8,222","9,392","11,397","9,875","11,467","13,457","18,623","27,957","20,963","12,150","10,770","10,146","6,718","3,919",143,0,0,3
2019.09.21,½ÂÂ÷,"188,698","3,032","4,403","7,805","10,511","10,428","10,451","12,214","13,696","13,384","12,906","13,363","14,636","15,468","12,315","8,919","8,131","7,576","5,770","2,806",856,5,0,0,23
2019.09.21,ÇÏÂ÷,"186,510",841,"4,077","5,426","8,590","9,229","8,662","10,181","11,956","12,626","12,290","12,250","13,619","15,378","14,773","11,215","9,032","8,849","8,416","5,872","3,138",83,0,0,7
2019.09.22,½ÂÂ÷,"119,732","1,674","2,460","3,532","5,750","6,784","7,022","7,524","8,844","9,224","8,655","9,692","9,175","8,930","7,911","6,353","5,472","5,137","3,466","1,638",466,16,1,0,6
2019.09.22,ÇÏÂ÷,"120,129",514,"2,130","2,607","4,163","5,721","5,993","6,451","7,569","8,723","8,581","9,176","9,179","9,485","9,088","7,972","6,493","6,011","5,261","3,398","1,563",43,4,0,4
2019.09.23,½ÂÂ÷,"231,188","3,996","10,296","26,789","25,236","12,238","8,829","9,029","10,128","10,243","9,083","11,219","14,057","18,980","23,444","11,407","9,515","8,390","5,313","2,435",534,11,1,0,15
2019.09.23,ÇÏÂ÷,"227,859","1,099","5,873","14,460","28,799","13,232","8,821","7,953","8,882","10,521","9,199","9,955","11,671","16,128","24,569","19,660","11,699","9,826","8,217","5,019","2,210",60,1,0,5
2019.09.24,½ÂÂ÷,"235,066","4,009","9,959","27,136","26,355","12,951","8,833","8,527","10,088","10,371","9,142","11,022","14,283","19,733","23,093","11,645","9,713","8,888","5,915","2,733",644,9,2,0,15
2019.09.24,ÇÏÂ÷,"231,868","1,148","5,920","14,449","29,617","13,898","8,847","7,883","8,605","10,534","9,227","9,588","11,580","16,544","25,285","19,324","11,959","10,235","9,046","5,499","2,588",89,0,0,3
2019.09.25,½ÂÂ÷,"242,769","3,998","9,900","27,025","26,127","12,907","9,078","9,165","10,408","10,859","9,561","11,980","14,166","21,363","24,149","11,119","9,123","11,195","6,502","3,273",842,10,1,0,18
2019.09.25,ÇÏÂ÷,"239,725","1,107","5,909","14,359","29,740","13,691","9,071","8,117","9,027","10,838","9,411","10,411","12,624","17,922","27,538","19,563","11,287","10,557","9,485","5,904","3,056",101,2,0,5
2019.09.26,½ÂÂ÷,"235,908","4,026","9,786","26,947","26,198","12,915","9,026","8,899","10,008","10,635","9,189","11,102","14,174","19,885","22,832","11,272","9,406","8,906","6,510","3,422",746,7,1,0,16
2019.09.26,ÇÏÂ÷,"232,572","1,093","5,905","14,386","29,312","13,630","8,859","8,116","8,778","10,743","8,966","10,184","11,943","16,647","24,859","18,764","11,584","10,238","9,285","6,167","3,004",102,1,0,6
2019.09.27,½ÂÂ÷,"248,285","3,925","9,433","26,551","25,429","12,308","9,351","9,378","10,959","11,595","10,318","12,711","15,625","21,777","24,851","12,503","10,070","9,209","7,571","3,636","1,041",18,5,0,21
2019.09.27,ÇÏÂ÷,"243,861","1,030","5,748","14,239","28,552","13,432","8,611","8,234","9,059","11,119","10,244","11,596","13,214","18,430","26,538","20,047","12,308","10,664","9,785","6,988","3,865",146,6,0,6
2019.09.28,½ÂÂ÷,"190,290","3,101","4,677","7,838","10,598","11,102","11,195","12,367","14,023","13,891","12,979","13,895","14,164","14,898","12,228","8,909","7,847","7,149","5,506","3,051",850,11,0,0,11
2019.09.28,ÇÏÂ÷,"187,666",878,"4,279","5,581","8,232","9,825","9,251","10,401","11,875","12,878","12,710","12,486","13,357","14,585","14,267","10,974","9,562","8,647","8,312","6,153","3,331",82,0,0,0
2019.09.29,½ÂÂ÷,"138,558","1,921","3,020","4,776","6,903","8,056","8,311","9,161","10,048","10,556","10,171","10,250","10,706","10,124","9,193","7,034","6,175","5,814","4,124","1,736",456,7,3,0,13
2019.09.29,ÇÏÂ÷,"138,864",537,"2,597","3,962","5,657","6,906","6,925","7,472","8,400","9,633","9,727","10,076","10,818","10,469","10,612","8,968","7,322","6,852","6,263","3,862","1,764",35,2,0,5
2019.09.30,½ÂÂ÷,"230,305","4,079","10,269","27,080","25,372","12,642","8,756","9,115","10,463","10,681","9,090","10,999","13,359","18,834","22,380","11,241","9,393","8,088","5,350","2,436",661,9,1,0,7
2019.09.30,ÇÏÂ÷,"227,290","1,089","5,977","14,773","28,655","13,526","8,916","8,083","8,915","10,943","9,163","9,939","11,696","15,445","23,960","18,932","11,767","9,679","8,164","5,215","2,376",76,0,0,1
2019.10.01,½ÂÂ÷,"232,481","3,944","10,073","27,440","26,435","12,919","8,757","8,872","10,366","10,712","9,104","10,998","13,518","19,103","22,696","11,064","9,430","8,397","5,504","2,520",602,4,3,0,20
2019.10.01,ÇÏÂ÷,"229,380","1,070","5,882","14,709","29,556","13,825","8,840","7,777","8,715","10,696","9,107","10,113","11,650","15,866","24,333","19,094","11,835","9,777","8,597","5,512","2,353",65,3,0,5
2019.10.02,½ÂÂ÷,"236,770","3,775","9,635","26,841","27,395","12,497","8,531","9,009","10,150","10,500","8,976","11,295","13,116","20,085","24,591","11,862","9,440","8,422","6,474","3,200",950,6,4,0,16
2019.10.02,ÇÏÂ÷,"232,997",884,"5,780","14,201","29,694","13,765","8,430","7,637","8,646","10,667","9,237","10,660","11,857","15,856","25,104","20,025","11,820","9,799","8,890","6,374","3,540",122,6,0,3
2019.10.03,½ÂÂ÷,"149,200","2,367","3,527","5,664","7,206","8,154","8,795","10,277","10,217","10,147","10,052","10,683","10,868","12,134","10,505","7,679","6,780","6,223","4,940","2,318",639,7,0,0,18
2019.10.03,ÇÏÂ÷,"147,044",655,"3,180","4,434","6,197","6,882","6,177","7,477","8,535","9,266","9,656","10,456","11,066","12,093","12,208","9,972","7,827","7,501","6,744","4,503","2,171",39,1,0,4
2019.10.04,½ÂÂ÷,"229,930","3,770","8,451","22,319","21,928","11,986","9,478","9,815","11,466","11,800","10,812","12,508","14,117","19,028","22,428","11,803","9,429","8,215","6,410","3,206",938,2,3,0,18
2019.10.04,ÇÏÂ÷,"225,904","1,011","5,236","12,020","23,565","12,141","8,782","8,688","9,810","11,946","10,406","11,625","12,422","15,832","23,736","18,825","11,445","9,805","9,015","6,069","3,427",92,3,0,3
2019.10.05,½ÂÂ÷,"182,300","3,083","4,419","7,163","9,847","9,983","10,269","12,376","13,113","13,315","12,878","13,189","14,528","14,584","11,891","8,420","7,206","6,984","5,427","2,747",858,8,0,0,12
2019.10.05,ÇÏÂ÷,"180,313",858,"4,116","5,436","7,860","8,898","8,366","10,179","11,547","12,080","11,947","11,930","12,581","14,030","13,301","10,647","8,497","8,761","9,423","6,502","3,288",60,0,0,6
2019.10.06,½ÂÂ÷,"132,324","1,960","2,699","3,827","6,365","7,947","8,088","8,380","9,753","9,971","9,987","9,860","10,335","9,507","8,473","6,752","6,211","5,752","4,127","1,864",444,2,0,0,20
2019.10.06,ÇÏÂ÷,"132,349",579,"2,447","2,673","4,433","6,518","6,564","7,311","7,937","9,174","9,377","9,755","10,633","10,600","10,142","8,425","7,178","6,980","6,080","3,892","1,618",30,1,0,2
2019.10.07,½ÂÂ÷,"216,347","3,851","10,034","26,079","25,133","12,093","8,025","7,833","9,347","9,830","8,151","9,948","12,286","17,471","21,489","10,364","8,726","7,832","5,004","2,270",557,12,2,0,10
2019.10.07,ÇÏÂ÷,"212,931",958,"5,624","14,084","27,762","13,115","8,217","7,104","7,848","9,956","8,261","9,121","10,177","14,388","22,937","18,328","11,170","9,185","7,747","4,687","2,189",68,2,0,3
2019.10.08,½ÂÂ÷,"240,447","4,016","9,837","26,820","26,406","12,640","8,899","8,950","10,471","10,812","9,570","11,682","14,014","19,879","24,131","12,106","10,285","9,279","6,478","3,209",918,18,2,0,25
2019.10.08,ÇÏÂ÷,"236,970","1,085","5,760","14,359","29,433","13,660","8,617","8,090","8,651","11,003","9,481","10,652","12,109","16,561","25,149","19,652","12,434","10,910","9,287","6,512","3,446",114,2,0,3
2019.10.09,½ÂÂ÷,"155,391","2,797","4,046","6,391","8,066","9,207","9,529","10,292","10,822","10,775","10,077","10,687","11,450","12,866","10,748","7,546","6,753","6,218","4,534","2,052",512,6,2,0,15
2019.10.09,ÇÏÂ÷,"153,609",817,"3,640","5,245","6,675","7,647","7,091","8,145","9,035","9,647","9,760","10,260","11,133","12,847","12,921","10,031","8,065","7,632","6,865","4,178","1,936",36,1,0,2
2019.10.10,½ÂÂ÷,"233,398","4,030","9,749","26,907","25,778","12,516","8,505","8,780","9,977","10,502","9,403","11,135","13,700","19,406","22,564","11,552","9,742","9,854","6,006","2,617",645,7,4,0,19
2019.10.10,ÇÏÂ÷,"230,377","1,061","5,754","14,309","28,915","13,475","8,434","7,655","8,831","10,375","9,275","10,213","11,876","16,394","25,176","18,888","11,785","10,603","9,260","5,375","2,649",70,2,0,2
2019.10.11,½ÂÂ÷,"242,466","3,868","9,294","25,926","25,642","12,289","9,114","9,451","10,582","11,201","9,904","12,529","14,981","20,224","24,610","12,479","10,124","8,861","6,952","3,490",921,9,5,0,10
2019.10.11,ÇÏÂ÷,"238,314","1,001","5,540","14,018","28,523","13,208","8,600","8,023","8,895","11,033","9,717","11,399","12,822","17,280","25,806","19,875","12,743","10,416","9,299","6,468","3,508",133,4,0,3
2019.10.12,½ÂÂ÷,"188,229","3,175","4,762","7,702","10,497","10,926","10,938","12,453","13,635","13,758","12,861","13,670","14,305","14,490","12,239","8,764","7,750","7,079","5,737","2,698",770,7,1,0,12
2019.10.12,ÇÏÂ÷,"186,152",897,"4,111","5,625","8,366","9,345","8,720","10,384","12,174","13,169","11,925","12,540","13,351","14,781","14,536","11,458","8,992","8,831","8,303","5,720","2,851",58,1,0,14
2019.10.13,½ÂÂ÷,"134,377","2,008","2,845","4,083","6,474","7,881","8,034","8,337","9,332","10,237","10,112","10,352","10,857","10,043","8,927","6,798","6,244","5,557","3,950","1,803",488,8,1,0,6
2019.10.13,ÇÏÂ÷,"133,817",598,"2,383","2,826","4,539","6,543","6,535","7,039","8,225","9,472","9,640","10,285","10,892","10,677","10,149","8,795","7,356","6,629","5,906","3,654","1,633",38,1,0,2
2019.10.14,½ÂÂ÷,"235,921","4,105","10,290","26,963","25,173","12,124","8,683","9,061","9,801","10,217","9,147","11,682","14,230","19,740","22,899","10,751","8,999","8,529","6,916","5,992",600,6,0,0,13
2019.10.14,ÇÏÂ÷,"233,567","1,071","5,847","14,714","28,559","13,330","8,457","7,908","8,615","10,308","9,127","10,159","12,700","18,048","27,088","19,461","11,515","9,518","8,266","6,421","2,391",60,0,0,4
2019.10.15,½ÂÂ÷,"239,528","3,941","10,025","27,220","26,428","12,739","8,903","8,659","9,897","10,650","9,367","11,218","14,172","20,040","23,150","11,025","9,376","8,766","10,605","2,650",656,15,4,0,22
2019.10.15,ÇÏÂ÷,"237,468","1,039","5,915","14,625","29,505","13,832","8,801","7,838","8,580","10,538","9,271","10,306","12,238","18,410","27,225","19,395","11,484","10,112","10,385","5,533","2,343",81,5,0,7
2019.10.16,½ÂÂ÷,"234,915","3,831","9,699","27,455","26,289","12,789","8,949","8,871","10,148","11,366","9,542","11,525","14,020","20,345","23,347","10,870","8,696","7,970","5,909","2,668",585,15,5,0,21
2019.10.16,ÇÏÂ÷,"231,293",995,"5,723","14,658","29,539","13,895","8,772","7,869","8,689","11,134","9,578","10,242","12,170","16,599","25,287","19,065","11,265","9,392","8,632","5,403","2,317",66,2,0,1
2019.10.17,½ÂÂ÷,"233,138","3,962","9,631","26,620","26,071","12,589","8,666","8,789","10,457","10,872","9,672","11,329","14,028","19,060","22,909","11,146","9,310","8,489","5,988","2,803",720,12,1,0,14
2019.10.17,ÇÏÂ÷,"229,908","1,042","5,811","14,227","29,074","13,725","8,561","7,893","8,750","11,080","9,387","9,904","12,022","16,058","25,046","18,555","11,248","10,274","8,916","5,643","2,602",88,1,0,1
2019.10.18,½ÂÂ÷,"242,752","3,867","9,294","25,496","25,827","12,498","8,770","9,215","10,776","11,458","10,446","12,198","14,859","20,748","24,495","12,421","10,149","9,080","6,765","3,414",946,11,0,0,19
2019.10.18,ÇÏÂ÷,"239,261",963,"5,679","13,751","28,317","13,558","8,401","8,140","9,188","11,467","10,245","10,954","12,990","17,302","26,323","20,134","12,099","10,307","9,225","6,531","3,514",164,1,0,8
2019.10.19,½ÂÂ÷,"189,955","3,260","4,730","8,023","10,811","10,728","11,115","12,843","13,970","13,688","12,901","13,734","14,400","14,711","12,161","8,687","7,910","7,183","5,567","2,717",796,9,2,0,9
2019.10.19,ÇÏÂ÷,"188,523",891,"4,199","5,848","8,803","9,436","8,890","10,443","12,427","12,745","12,599","12,793","13,943","14,912","14,659","11,266","9,417","8,285","8,338","5,517","3,034",73,3,0,2
2019.10.20,½ÂÂ÷,"134,967","2,097","2,921","4,205","6,710","8,181","8,166","8,326","9,579","9,949","9,780","10,471","10,445","9,908","8,551","7,118","6,240","5,956","4,040","1,847",446,15,3,0,13
2019.10.20,ÇÏÂ÷,"135,005",626,"2,493","2,774","4,891","6,658","6,794","7,163","8,225","9,386","9,591","10,079","10,596","10,712","10,276","8,891","7,505","6,861","6,045","3,773","1,625",37,2,0,2
2019.10.21,½ÂÂ÷,"227,529","4,107","10,128","26,784","25,250","12,158","8,868","9,316","10,018","10,402","9,311","11,118","13,787","18,473","22,216","10,575","9,040","7,868","5,246","2,256",573,14,3,0,18
2019.10.21,ÇÏÂ÷,"224,253",993,"6,055","14,625","28,453","13,420","8,514","8,259","8,838","10,310","9,054","10,094","11,865","15,455","24,027","18,560","11,308","9,637","7,809","4,851","2,054",69,2,0,1
2019.10.22,½ÂÂ÷,"232,272","4,021","9,862","26,854","26,655","12,801","8,963","8,866","10,070","10,606","9,426","11,239","13,963","19,609","22,393","10,694","9,183","8,479","5,540","2,407",609,20,3,0,9
2019.10.22,ÇÏÂ÷,"229,279","1,029","5,891","14,582","29,688","14,197","8,722","8,061","8,785","10,488","9,185","10,029","11,749","16,532","24,832","18,468","11,579","9,951","8,112","5,115","2,196",81,4,0,3
2019.10.23,½ÂÂ÷,"239,244","4,083","9,867","27,170","26,599","12,687","8,938","9,456","11,138","10,454","10,889","13,090","14,988","19,931","22,955","10,912","9,008","8,099","5,708","2,606",635,10,1,0,20
2019.10.23,ÇÏÂ÷,"235,162","1,087","5,928","14,400","29,978","14,791","8,658","8,116","9,640","10,337","9,805","11,821","13,154","16,825","25,031","18,778","11,175","9,484","8,440","5,186","2,461",66,0,0,1
2019.10.24,½ÂÂ÷,"236,822","4,036","9,726","26,523","26,204","12,465","8,785","8,785","10,288","11,126","9,602","11,935","14,645","20,354","23,310","11,188","9,552","8,985","5,771","2,813",697,10,1,0,21
2019.10.24,ÇÏÂ÷,"233,496","1,077","5,916","14,563","28,919","13,761","8,229","7,825","8,697","11,151","9,577","10,602","12,419","17,256","25,133","18,796","11,750","10,342","9,057","5,693","2,638",92,1,0,2
2019.10.25,½ÂÂ÷,"248,629","3,859","9,424","25,731","25,372","12,642","9,293","9,605","11,224","12,059","11,024","13,818","16,113","21,203","24,409","12,595","10,016","8,728","6,959","3,566",948,11,6,0,24
2019.10.25,ÇÏÂ÷,"244,289","1,015","5,677","14,104","28,355","13,622","8,786","8,346","9,640","11,896","10,121","11,684","14,018","17,778","26,025","20,035","12,616","10,401","9,356","6,973","3,712",120,7,0,2
2019.10.26,½ÂÂ÷,"192,769","3,429","4,971","7,749","11,011","11,192","11,115","12,280","13,853","13,832","13,511","13,953","14,867","14,970","12,151","9,014","7,765","7,502","5,719","2,968",894,3,2,0,18
2019.10.26,ÇÏÂ÷,"190,814",928,"4,439","5,869","8,333","10,002","8,785","10,286","12,375","13,170","12,990","13,180","13,923","15,132","14,494","11,369","9,317","8,900","8,043","5,978","3,220",78,0,0,3
2019.10.27,½ÂÂ÷,"138,294","2,157","3,073","4,016","6,469","7,932","8,357","8,661","9,931","10,736","10,472","10,742","10,500","10,198","9,179","6,866","6,260","6,012","4,267","1,903",531,10,2,0,20
2019.10.27,ÇÏÂ÷,"138,193",656,"2,796","2,830","4,441","6,319","6,715","6,990","8,350","9,625","9,911","10,511","10,971","11,217","11,119","9,095","7,339","7,126","6,217","4,182","1,740",40,2,0,1
2019.10.28,½ÂÂ÷,"228,219","4,036","10,076","26,659","25,169","12,665","8,920","8,905","10,083","10,056","9,284","11,142","13,814","19,072","22,767","10,740","9,197","7,741","5,088","2,203",562,18,5,0,17
2019.10.28,ÇÏÂ÷,"225,470",953,"5,958","14,464","28,472","13,682","8,853","7,882","8,685","10,404","9,209","10,164","11,946","15,773","24,569","18,868","11,511","9,542","7,792","4,644","2,006",85,6,0,2
2019.10.29,½ÂÂ÷,"233,506","3,932","9,736","26,715","26,209","12,865","8,724","8,893","9,841","10,303","9,263","10,979","14,426","20,049","22,933","11,255","9,725","8,710","5,745","2,574",604,14,0,0,11
2019.10.29,ÇÏÂ÷,"230,175",987,"5,806","14,290","29,209","14,026","8,577","7,868","8,484","10,136","9,262","10,089","11,973","16,666","25,211","19,017","11,647","10,125","8,653","5,551","2,512",82,1,0,3
2019.10.30,½ÂÂ÷,"236,427","3,968","9,674","26,752","26,528","12,928","8,641","8,712","9,935","10,564","9,260","11,919","14,684","20,683","23,570","11,257","9,481","8,403","5,962","2,833",641,13,0,0,19
2019.10.30,ÇÏÂ÷,"233,063","1,029","5,734","14,369","29,434","13,560","8,610","7,602","8,553","10,636","9,496","10,434","12,832","17,017","25,962","18,986","11,941","9,915","8,864","5,589","2,400",97,0,0,3
2019.10.31,½ÂÂ÷,"234,614","4,131","9,635","26,467","26,186","12,436","8,766","8,532","9,975","10,542","9,201","11,336","14,386","20,185","22,903","11,474","9,833","8,744","6,103","2,965",765,11,3,0,35
2019.10.31,ÇÏÂ÷,"230,275",947,"5,837","14,273","28,665","13,542","8,572","7,753","8,361","10,531","9,128","10,057","12,183","16,512","25,240","18,578","11,629","10,118","9,172","5,950","3,105",117,4,0,1
2019.11.01,½ÂÂ÷,"249,639","3,859","9,436","25,806","25,767","12,629","8,859","8,944","10,640","12,106","11,013","13,094","17,154","22,959","24,743","12,110","10,438","8,633","6,844","3,670",907,14,1,0,13
2019.11.01,ÇÏÂ÷,"245,948","1,005","5,707","14,533","29,038","14,250","8,455","7,839","8,985","12,249","10,786","11,619","13,928","18,205","26,662","20,046","12,489","10,320","9,375","6,565","3,745",140,1,0,6
2019.11.02,½ÂÂ÷,"198,028","3,263","4,850","8,341","11,282","11,336","10,815","12,639","14,915","14,425","13,944","14,463","15,800","16,554","11,961","8,837","7,768","7,274","5,840","2,802",886,10,2,0,21
2019.11.02,ÇÏÂ÷,"195,630",939,"4,242","5,951","10,355","11,108","9,523","10,626","12,583","13,521","12,788","13,342","14,194","15,790","15,032","11,248","9,083","8,525","8,086","5,572","3,045",70,1,0,6
2019.11.03,½ÂÂ÷,"136,823","2,077","2,907","3,812","6,468","7,861","8,024","8,430","9,841","10,583","10,155","10,461","10,918","10,137","8,866","6,950","6,555","5,865","4,411","2,009",466,9,3,0,15
2019.11.03,ÇÏÂ÷,"136,972",614,"2,492","2,708","4,621","6,450","6,830","7,218","8,438","9,851","9,660","10,280","10,840","11,549","10,381","8,674","7,463","6,943","6,264","3,931","1,698",63,0,0,4
2019.11.04,½ÂÂ÷,"229,806","4,003","10,200","26,586","25,530","12,524","8,835","8,742","10,028","10,180","9,210","11,385","13,875","19,150","22,783","10,978","9,431","7,872","5,370","2,452",625,19,2,0,26
2019.11.04,ÇÏÂ÷,"226,721","1,036","5,908","14,322","28,725","13,616","8,822","7,922","8,770","10,431","9,232","10,028","11,642","16,094","24,956","18,967","11,382","9,728","7,875","4,952","2,237",71,4,0,1
2019.11.05,½ÂÂ÷,"233,701","3,979","9,738","26,879","26,531","13,208","8,893","8,543","10,162","10,152","9,374","11,316","14,200","19,723","23,027","10,899","9,670","8,553","5,686","2,549",592,9,2,0,16
2019.11.05,ÇÏÂ÷,"230,346","1,062","5,791","14,559","29,177","14,035","8,826","7,693","8,484","10,357","9,140","10,183","11,774","16,943","25,310","18,845","11,632","10,191","8,687","5,252","2,307",94,1,0,3
2019.11.06,½ÂÂ÷,"235,905","3,841","9,698","26,858","26,582","12,911","8,763","8,945","9,922","10,552","9,639","11,875","14,143","21,109","23,532","10,844","9,299","8,040","6,026","2,651",648,4,1,0,22
2019.11.06,ÇÏÂ÷,"231,880",970,"5,742","14,427","29,350","13,741","8,466","7,936","8,542","10,193","9,560","10,842","12,086","16,869","25,976","19,218","11,584","9,829","8,494","5,449","2,513",87,2,0,4
2019.11.07,½ÂÂ÷,"235,597","3,905","9,649","26,387","26,359","12,840","8,766","9,109","10,306","10,631","9,433","11,165","14,459","20,135","23,189","11,248","9,963","8,712","5,856","2,799",660,11,2,0,13
2019.11.07,ÇÏÂ÷,"232,352",983,"5,749","14,307","28,793","14,217","8,797","8,053","8,699","10,335","9,353","10,218","11,883","16,690","25,357","19,045","11,998","10,318","9,041","5,852","2,555",103,4,0,2
2019.11.08,½ÂÂ÷,"244,528","3,796","9,086","25,349","25,716","12,132","8,744","9,356","10,857","11,270","10,333","12,852","16,280","21,280","24,615","12,440","10,167","8,857","7,006","3,346","1,015",11,2,0,18
2019.11.08,ÇÏÂ÷,"240,154",973,"5,558","13,861","28,388","13,238","8,285","8,054","9,041","11,241","9,959","11,441","13,246","17,989","26,133","20,259","12,411","10,382","9,279","6,562","3,718",132,0,0,4
2019.11.09,½ÂÂ÷,"190,081","3,323","4,615","7,575","10,724","10,712","11,186","12,397","13,705","13,690","13,527","13,615","14,578","15,102","11,750","8,406","8,201","7,341","5,809","2,978",811,14,2,0,20
2019.11.09,ÇÏÂ÷,"188,155",900,"4,331","5,434","8,608","9,358","8,893","10,157","12,042","12,937","12,767","12,612","13,954","15,424","14,851","11,004","9,021","8,595","8,183","5,885","3,120",74,1,0,4
2019.11.10,½ÂÂ÷,"131,999","2,064","2,768","3,544","6,001","7,676","7,944","8,126","9,561","10,026","10,051","10,072","10,643","10,292","8,843","6,841","5,829","5,335","4,186","1,718",446,11,5,0,17
